OpeningTime,Open,High,Low,Close,Volume,CloseTime,RSI,MACD,MACDSIGNAL,MACDHIST,STOCHK,STOCHD
1662387300000,19785.99,19799.65,19778.06,19786.87,720.25501,1662387599999,65.74,12.57,8.80,3.77,83.37,69.54
1662387600000,19786.5,19802.68,19765.0,19772.85,820.53969,1662387899999,59.59,12.88,9.61,3.27,75.86,76.06
1662387900000,19771.95,19799.57,19770.71,19783.8,787.32253,1662388199999,62.54,13.85,10.46,3.39,71.23,76.82
1662388200000,19783.8,19794.12,19770.0,19771.81,789.618,1662388499999,57.58,13.50,11.07,2.43,51.65,66.25
1662388500000,19771.33,19788.0,19770.0,19773.74,621.67902,1662388799999,58.15,13.23,11.50,1.73,38.96,53.95
1662388800000,19774.11,19785.88,19770.0,19777.43,547.98713,1662389099999,59.29,13.16,11.83,1.32,26.72,39.11
1662389100000,19776.6,19788.59,19771.84,19774.18,664.95978,1662389399999,57.80,12.69,12.00,0.69,23.44,29.71
1662389400000,19774.44,19780.8,19758.51,19776.11,703.30776,1662389699999,58.47,12.33,12.07,0.26,32.18,27.45
1662389700000,19776.49,19880.0,19770.03,19843.21,2066.48443,1662389999999,73.91,17.27,13.11,4.16,44.43,33.35
1662390000000,19843.81,19920.51,19839.97,19879.04,2357.95634,1662390299999,78.50,23.79,15.25,8.55,64.51,47.04
1662390300000,19878.04,19921.12,19856.98,19875.77,1953.45754,1662390599999,77.17,28.38,17.87,10.50,72.08,60.34
1662390600000,19875.77,19912.0,19874.8,19898.31,1502.06072,1662390899999,79.73,33.44,20.99,12.45,77.49,71.36
1662390900000,19899.47,19932.9,19880.0,19925.82,1463.21317,1662391199999,82.33,39.22,24.63,14.59,84.58,78.05
1662391200000,19925.82,19950.7,19905.3,19907.91,1396.11518,1662391499999,75.53,41.87,28.08,13.79,80.99,81.02
1662391500000,19907.91,19909.61,19859.66,19862.35,1439.04274,1662391799999,61.59,39.84,30.43,9.41,54.25,73.27
1662391800000,19863.29,19885.24,19843.6,19861.69,1007.29757,1662392099999,61.41,37.74,31.90,5.85,27.99,54.41
1662392100000,19861.69,19881.98,19859.3,19864.0,783.41108,1662392399999,61.82,35.85,32.69,3.17,13.89,32.04
1662392400000,19865.11,19875.0,19842.53,19848.59,972.68846,1662392699999,57.41,32.73,32.70,0.04,13.85,18.58
1662392700000,19848.59,19878.4,19844.86,19864.94,887.51839,1662392999999,60.62,31.22,32.40,-1.18,19.35,15.70
1662393000000,19864.94,19870.75,19840.61,19843.8,884.18527,1662393299999,54.86,27.99,31.52,-3.53,15.39,16.20
1662393300000,19844.91,19870.91,19832.3,19854.59,879.86185,1662393599999,57.10,26.01,30.42,-4.41,28.47,21.07
1662393600000,19854.59,19888.58,19854.42,19882.06,1053.52343,1662393899999,62.24,26.35,29.60,-3.26,46.81,30.22
1662393900000,19882.06,19893.95,19869.43,19891.73,906.21765,1662394199999,63.88,27.08,29.10,-2.02,76.56,50.61
1662394200000,19891.73,19908.37,19885.0,19905.09,906.29476,1662394499999,66.08,28.42,28.96,-0.55,93.50,72.29
1662394500000,19905.51,19912.4,19844.53,19848.54,1049.7344,1662394799999,51.75,24.63,28.10,-3.47,70.79,80.28
1662394800000,19847.68,19880.57,19822.36,19873.46,1052.12754,1662395099999,56.25,23.36,27.15,-3.78,57.57,73.95
1662395100000,19873.46,19888.77,19852.07,19853.31,881.60401,1662395399999,52.02,20.50,25.82,-5.32,37.13,55.16
1662395400000,19852.73,19874.48,19841.53,19845.45,844.18652,1662395699999,50.43,17.40,24.14,-6.74,38.92,44.54
1662395700000,19846.42,19863.12,19826.24,19833.0,921.2514,1662395999999,47.93,13.78,22.06,-8.29,23.94,33.33
1662396000000,19831.81,19839.72,19821.22,19830.94,696.75484,1662396299999,47.51,10.62,19.77,-9.16,17.28,26.72
1662396300000,19830.94,19861.22,19822.35,19840.59,1043.86928,1662396599999,49.73,8.79,17.58,-8.79,18.29,19.84
1662396600000,19840.61,19855.0,19829.03,19851.53,764.42599,1662396899999,52.20,8.13,15.69,-7.56,33.32,22.97
1662396900000,19851.84,19853.24,19831.0,19845.97,637.67595,1662397199999,50.84,7.08,13.97,-6.89,48.22,33.28
1662397200000,19845.97,19858.46,19835.37,19839.71,692.22113,1662397499999,49.27,5.67,12.31,-6.63,54.07,45.20
1662397500000,19840.0,19853.99,19836.33,19848.6,685.87832,1662397799999,51.55,5.22,10.89,-5.67,57.61,53.30
1662397800000,19848.37,19854.7,19837.42,19841.22,609.7033,1662398099999,49.56,4.21,9.55,-5.34,51.73,54.47
1662398100000,19841.22,19849.16,19811.23,19816.4,706.50507,1662398399999,43.48,1.40,7.92,-6.53,39.97,49.77
1662398400000,19816.52,19820.49,19790.78,19801.52,1013.71846,1662398699999,40.28,-2.01,5.94,-7.95,22.75,38.15
1662398700000,19800.7,19827.18,19799.63,19825.44,467.54316,1662398999999,47.02,-2.75,4.20,-6.95,27.01,29.91
1662399000000,19824.89,19828.88,19801.27,19822.16,670.36429,1662399299999,46.25,-3.56,2.65,-6.21,39.73,29.83
1662399300000,19821.26,19828.88,19816.25,19820.34,367.68631,1662399599999,45.80,-4.30,1.26,-5.56,51.32,39.35
1662399600000,19821.2,19837.8,19814.24,19835.8,550.90578,1662399899999,50.22,-3.60,0.29,-3.88,65.16,52.07
1662399900000,19836.42,19836.42,19808.55,19817.8,515.17653,1662400199999,45.56,-4.44,-0.66,-3.78,64.66,60.38
1662400200000,19817.81,19831.84,19816.29,19823.66,458.37215,1662400499999,47.27,-4.58,-1.44,-3.14,68.21,66.01
1662400500000,19823.62,19829.28,19806.9,19826.49,683.81634,1662400799999,48.12,-4.42,-2.04,-2.38,57.43,63.44
1662400800000,19826.49,19846.65,19821.44,19841.56,580.44875,1662401099999,52.51,-3.04,-2.24,-0.80,70.63,65.42
1662401100000,19841.56,19845.96,19822.85,19824.12,392.09128,1662401399999,47.50,-3.31,-2.45,-0.86,64.64,64.23
1662401400000,19823.01,19826.2,19731.45,19748.77,1568.87723,1662401699999,32.91,-9.50,-3.86,-5.64,48.52,61.26
1662401700000,19748.77,19773.51,19700.0,19706.59,2083.49082,1662401999999,27.77,-17.60,-6.61,-10.99,20.95,44.70
1662402000000,19706.27,19727.82,19692.0,19708.51,1260.48888,1662402299999,28.31,-23.60,-10.01,-13.59,10.07,26.51
1662402300000,19708.51,19718.23,19681.22,19691.41,914.43076,1662402599999,26.39,-29.39,-13.88,-15.51,7.12,12.71
1662402600000,19690.36,19708.7,19670.14,19701.07,1236.85422,1662402899999,29.31,-32.82,-17.67,-15.15,12.23,9.80
1662402900000,19701.5,19720.72,19680.22,19698.63,992.20441,1662403199999,29.00,-35.33,-21.20,-14.13,17.86,12.40
1662403200000,19698.63,19712.16,19689.58,19702.43,719.8124,1662403499999,30.25,-36.59,-24.28,-12.31,34.45,21.51
1662403500000,19702.43,19733.95,19701.08,19721.28,856.86115,1662403799999,36.25,-35.66,-26.56,-9.10,54.56,35.62
1662403800000,19721.28,19731.22,19708.31,19723.15,679.29899,1662404099999,36.83,-34.37,-28.12,-6.25,73.07,54.03
1662404100000,19722.57,19745.0,19712.26,19741.39,852.48099,1662404399999,42.34,-31.52,-28.80,-2.72,85.88,71.17
1662404400000,19741.78,19754.37,19731.71,19742.51,778.87918,1662404699999,42.67,-28.83,-28.81,-0.03,86.40,81.78
1662404700000,19742.52,19746.64,19725.34,19741.96,634.32366,1662404999999,42.54,-26.45,-28.33,1.89,84.28,85.52
1662405000000,19740.85,19743.12,19730.51,19738.62,557.98645,1662405299999,41.71,-24.54,-27.58,3.04,74.74,81.80
1662405300000,19739.18,19747.19,19732.29,19742.01,490.3687,1662405599999,42.92,-22.50,-26.56,4.06,71.06,76.69
1662405600000,19741.23,19770.72,19732.24,19755.52,817.74145,1662405899999,47.59,-19.56,-25.16,5.60,67.65,71.15
1662405900000,19755.52,19778.0,19749.12,19752.9,585.48956,1662406199999,46.80,-17.25,-23.58,6.33,63.16,67.29
1662406200000,19752.56,19755.57,19741.31,19748.06,518.49918,1662406499999,45.28,-15.62,-21.99,6.36,51.93,60.92
1662406500000,19748.07,19753.92,19735.33,19736.82,520.6061,1662406799999,41.89,-15.07,-20.60,5.53,33.10,49.40
1662406800000,19738.0,19745.89,19721.41,19724.88,696.24949,1662407099999,38.59,-15.42,-19.57,4.15,17.70,34.24
1662407100000,19724.88,19746.49,19723.76,19737.77,479.14617,1662407399999,43.75,-14.49,-18.55,4.06,15.02,21.94
1662407400000,19738.56,19739.62,19728.0,19731.57,392.88847,1662407699999,41.92,-14.09,-17.66,3.57,21.59,18.10
1662407700000,19731.99,19742.32,19692.0,19708.64,988.15536,1662407999999,35.95,-15.44,-17.21,1.77,28.51,21.71
1662408000000,19708.64,19731.95,19697.1,19728.62,703.23044,1662408299999,43.50,-14.73,-16.72,1.99,41.27,30.46
1662408300000,19727.84,19758.25,19727.64,19748.09,848.72362,1662408599999,49.72,-12.46,-15.87,3.41,59.58,43.12
1662408600000,19747.03,19748.53,19731.36,19736.19,504.07278,1662408899999,46.36,-11.48,-14.99,3.51,72.86,57.90
1662408900000,19735.13,19766.7,19735.01,19760.15,738.47971,1662409199999,53.22,-8.67,-13.73,5.05,80.87,71.10
1662409200000,19760.15,19762.61,19741.0,19745.98,544.53047,1662409499999,49.21,-7.51,-12.48,4.98,76.05,76.59
1662409500000,19745.98,19790.52,19745.89,19775.75,986.52573,1662409799999,56.60,-4.13,-10.81,6.68,79.32,78.75
1662409800000,19775.75,19794.99,19767.0,19775.66,699.54981,1662410099999,56.57,-1.45,-8.94,7.49,72.12,75.83
1662410100000,19776.63,19784.56,19753.6,19769.45,510.21553,1662410399999,54.65,0.18,-7.12,7.29,67.85,73.10
1662410400000,19769.44,19783.74,19759.3,19771.62,634.4006,1662410699999,55.22,1.62,-5.37,6.99,61.25,67.07
1662410700000,19771.61,19776.02,19754.06,19762.72,535.38423,1662410999999,52.31,2.02,-3.89,5.91,49.47,59.52
1662411000000,19762.72,19769.93,19752.6,19753.17,420.57478,1662411299999,49.30,1.55,-2.80,4.35,30.78,47.17
1662411300000,19753.18,19757.0,19739.31,19739.7,510.35432,1662411599999,45.33,0.09,-2.22,2.32,12.16,30.80
1662411600000,19740.62,19762.82,19739.42,19758.12,454.38843,1662411899999,51.12,0.42,-1.69,2.11,14.85,19.26
1662411900000,19758.12,19769.74,19748.68,19769.37,441.41339,1662412199999,54.30,1.56,-1.04,2.61,41.69,22.90
1662412200000,19769.16,19800.0,19762.74,19774.1,713.03765,1662412499999,55.61,2.82,-0.27,3.09,60.52,39.02
1662412500000,19774.1,19775.28,19756.39,19759.17,332.06619,1662412799999,50.68,2.58,0.30,2.28,57.31,53.17
1662412800000,19759.59,19759.93,19725.0,19752.7,601.30738,1662413099999,48.66,1.85,0.61,1.24,42.33,53.38
1662413100000,19752.7,19755.82,19720.0,19734.86,413.02415,1662413399999,43.53,-0.16,0.46,-0.62,29.41,43.02
1662413400000,19734.86,19737.93,19700.0,19722.65,401.04148,1662413699999,40.39,-2.72,-0.18,-2.54,26.05,32.60
1662413700000,19722.65,19740.0,19721.16,19737.83,234.83373,1662413999999,45.64,-3.48,-0.84,-2.64,30.49,28.65
1662414000000,19737.82,19754.99,19728.73,19741.22,329.97461,1662414299999,46.77,-3.76,-1.42,-2.34,47.23,34.59
1662414300000,19741.22,19741.48,19724.22,19727.71,180.61436,1662414599999,42.94,-5.02,-2.14,-2.88,56.22,44.65
1662414600000,19727.71,19744.3,19727.0,19742.61,322.39725,1662414899999,47.99,-4.76,-2.66,-2.09,65.30,56.25
1662414900000,19742.61,19755.99,19737.11,19750.01,381.25685,1662415199999,50.35,-3.91,-2.91,-0.99,69.99,63.84
1662415200000,19750.01,19753.99,19725.67,19736.66,660.0768,1662415499999,46.28,-4.26,-3.18,-1.08,66.49,67.26
1662415500000,19736.66,19741.72,19723.7,19733.92,451.03007,1662415799999,45.47,-4.71,-3.49,-1.22,51.21,62.56
1662415800000,19733.74,19755.99,19726.69,19749.49,584.00114,1662416099999,50.75,-3.77,-3.54,-0.22,50.23,55.98
1662416100000,19750.25,19766.48,19747.09,19762.79,534.5906,1662416399999,54.78,-1.92,-3.22,1.30,67.63,56.36
1662416400000,19762.06,19775.41,19758.22,19768.83,497.74227,1662416699999,56.52,0.03,-2.57,2.60,86.17,68.01
1662416700000,19769.53,19784.48,19754.69,19759.19,800.47636,1662416999999,53.02,0.78,-1.90,2.68,79.01,77.61
1662417000000,19759.19,19786.0,19756.67,19783.6,596.61295,1662417299999,59.82,3.31,-0.86,4.17,80.54,81.91
1662417300000,19784.14,19797.0,19766.64,19786.4,696.66995,1662417599999,60.52,5.48,0.41,5.07,77.70,79.09
1662417600000,19786.4,19790.01,19759.12,19767.57,704.70108,1662417899999,53.69,5.62,1.45,4.17,68.39,75.54
1662417900000,19767.54,19774.42,19756.6,19764.55,704.28291,1662418199999,52.67,5.42,2.25,3.17,44.17,63.42
1662418200000,19764.55,19812.88,19763.01,19804.62,743.68183,1662418499999,62.82,8.40,3.48,4.92,46.36,52.97
1662418500000,19804.62,19820.77,19782.2,19804.57,1198.97577,1662418799999,62.80,10.63,4.91,5.72,61.13,50.55
1662418800000,19805.95,19817.23,19771.74,19779.14,699.12951,1662419099999,54.24,10.23,5.97,4.26,65.07,57.52
1662419100000,19779.14,19788.29,19755.04,19768.62,605.81155,1662419399999,51.13,8.96,6.57,2.39,43.51,56.57
1662419400000,19768.62,19772.35,19752.88,19759.34,545.17002,1662419699999,48.50,7.13,6.68,0.44,21.77,43.45
1662419700000,19758.53,19781.22,19758.3,19778.24,470.06095,1662419999999,53.73,7.11,6.77,0.35,22.51,29.26
1662420000000,19777.57,19783.58,19758.57,19769.0,574.94475,1662420299999,51.00,6.29,6.67,-0.39,23.97,22.75
1662420300000,19769.0,19773.04,19753.12,19763.06,540.29297,1662420599999,49.27,5.09,6.36,-1.26,30.38,25.62
1662420600000,19763.06,19775.33,19759.92,19764.69,563.2531,1662420899999,49.77,4.23,5.93,-1.70,30.76,28.37
1662420900000,19764.69,19817.99,19764.4,19811.75,778.16814,1662421199999,61.63,7.26,6.20,1.06,52.53,37.89
1662421200000,19811.75,19870.8,19810.0,19822.76,2083.43694,1662421499999,63.79,10.43,7.04,3.38,62.68,48.65
1662421500000,19822.76,19856.59,19822.66,19834.14,1260.72456,1662421799999,65.92,13.70,8.37,5.33,72.80,62.67
1662421800000,19833.15,19886.53,19861.4,19870.31,920.12629,1662422099999,71.63,18.99,10.50,8.49,71.74,69.07
1662452100000,19870.31,19902.44,19861.4,19898.83,780.63003,1662452399999,75.16,25.20,13.44,11.76,84.47,76.34
1662452400000,19898.05,19907.1,19883.16,19890.78,982.35033,1662452699999,72.42,29.13,16.57,12.55,89.26,81.82
1662452700000,19890.78,19912.0,19887.46,19908.32,374.69115,1662452999999,74.60,33.28,19.92,13.36,92.15,88.63
